
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# IsoCurve 0, 100 points
# x y z type
-10 -10  380 i
-4.94949 -4.6988  108.426 i
-4.74747 -4.6988  104.71 i
-4.54545 -4.6988  101.075 i
-4.34343 -4.6988  97.5219 i
-4.14141 -4.6988  94.0505 i
-3.93939 -4.6988  90.6607 i
-3.73737 -4.6988  87.3525 i
-3.53535 -4.6988  84.1259 i
-3.33333 -4.6988  80.981 i
-3.13131 -4.6988  77.9176 i
-2.92929 -4.6988  74.9359 i
-2.72727 -4.6988  72.0359 i
-2.52525 -4.6988  69.2174 i
-2.32323 -4.6988  66.4806 i
-2.12121 -4.6988  63.8254 i
-1.91919 -4.6988  61.2518 i
-1.71717 -4.6988  58.7599 i
-1.51515 -4.6988  56.3495 i
-1.31313 -4.6988  54.0208 i
-1.11111 -4.6988  51.7738 i
-0.909091 -4.6988  49.6083 i
-0.707071 -4.6988  47.5245 i
-0.505051 -4.6988  45.5223 i
-0.30303 -4.6988  43.6017 i
-0.10101 -4.6988  41.7627 i
 0.10101 -4.6988  40.0054 i
 0.30303 -4.6988  38.3297 i
 0.505051 -4.6988  36.7356 i
 0.707071 -4.6988  35.2231 i
 0.909091 -4.6988  33.7923 i
 1.11111 -4.6988  32.4431 i
 1.31313 -4.6988  31.1755 i
 1.51515 -4.6988  29.9895 i
 1.71717 -4.6988  28.8852 i
 1.91919 -4.6988  27.8625 i
 2.12121 -4.6988  26.9214 i
 2.32323 -4.6988  26.0619 i
 2.52525 -4.6988  25.2841 i
 2.72727 -4.6988  24.5879 i
 2.92929 -4.6988  23.9733 i
 3.13131 -4.6988  23.4403 i
 3.33333 -4.6988  22.989 i
 3.53535 -4.6988  22.6193 i
 3.73737 -4.6988  22.3312 i
 3.93939 -4.6988  22.1247 i
 4.14141 -4.6988  21.9999 i
 4.34343 -4.6988  21.9566 i
 4.54545 -4.6988  21.995 i
 4.74747 -4.6988  22.1151 i
 4.94949 -4.6988  22.3167 i
 5.15152 -4.6988  22.6 i
 5.35354 -4.6988  22.9649 i
 5.55556 -4.6988  23.4114 i
 5.75758 -4.6988  23.9396 i
 5.9596 -4.6988  24.5493 i
 6.16162 -4.6988  25.2407 i
 6.36364 -4.6988  26.0138 i
 6.56566 -4.6988  26.8684 i
 6.76768 -4.6988  27.8047 i
 6.9697 -4.6988  28.8226 i
 7.17172 -4.6988  29.9221 i
 7.37374 -4.6988  31.1032 i
 7.57576 -4.6988  32.366 i
 7.77778 -4.6988  33.7104 i
 7.9798 -4.6988  35.1364 i
 8.18182 -4.6988  36.644 i
 8.38384 -4.6988  38.2333 i
 8.58586 -4.6988  39.9042 i
 8.78788 -4.6988  41.6567 i
 8.9899 -4.6988  43.4909 i
 9.19192 -4.6988  45.4066 i
 9.39394 -4.6988  47.404 i
 9.59596 -4.6988  49.483 i
 9.79798 -4.6988  51.6436 i
 10 -4.6988  53.8859 i

# IsoCurve 67, 100 points
# x y z type
-10 -4.61847  225.989 i
-9.79798 -4.61847  220.248 i
-9.59596 -4.61847  214.589 i
-9.39394 -4.61847  209.012 i
-9.19192 -4.61847  203.516 i
-8.9899 -4.61847  198.102 i
-8.78788 -4.61847  192.769 i
-8.58586 -4.61847  187.518 i
-8.38384 -4.61847  182.349 i
-8.18182 -4.61847  177.261 i
-7.9798 -4.61847  172.255 i
-7.77778 -4.61847  167.331 i
-7.57576 -4.61847  162.488 i
-7.37374 -4.61847  157.727 i
-7.17172 -4.61847  153.047 i
-6.9697 -4.61847  148.449 i
-6.76768 -4.61847  143.933 i
-6.56566 -4.61847  139.498 i
-6.36364 -4.61847  135.145 i
-6.16162 -4.61847  130.873 i
-5.9596 -4.61847  126.684 i
-5.75758 -4.61847  122.575 i
-5.55556 -4.61847  118.549 i
-5.35354 -4.61847  114.604 i
-5.15152 -4.61847  110.741 i
-4.94949 -4.61847  106.959 i
-4.74747 -4.61847  103.259 i
-4.54545 -4.61847  99.6402 i
-4.34343 -4.61847  96.1034 i
-4.14141 -4.61847  92.6482 i
-3.93939 -4.61847  89.2746 i
-3.73737 -4.61847  85.9826 i
-3.53535 -4.61847  82.7723 i
-3.33333 -4.61847  79.6436 i
-3.13131 -4.61847  76.5965 i
-2.92929 -4.61847  73.631 i
-2.72727 -4.61847  70.7471 i
-2.52525 -4.61847  67.9449 i
-2.32323 -4.61847  65.2243 i
-2.12121 -4.61847  62.5853 i
-1.91919 -4.61847  60.028 i
-1.71717 -4.61847  57.5523 i
-1.51515 -4.61847  55.1582 i
-1.31313 -4.61847  52.8457 i
-1.11111 -4.61847  50.6148 i
-0.909091 -4.61847  48.4656 i
-0.707071 -4.61847  46.398 i
-0.505051 -4.61847  44.412 i
-0.30303 -4.61847  42.5077 i
-0.10101 -4.61847  40.685 i
 0.10101 -4.61847  38.9438 i
 0.30303 -4.61847  37.2844 i
 0.505051 -4.61847  35.7065 i
 0.707071 -4.61847  34.2103 i
 0.909091 -4.61847  32.7957 i
 1.11111 -4.61847  31.4627 i
 1.31313 -4.61847  30.2113 i
 1.51515 -4.61847  29.0416 i
 1.71717 -4.61847  27.9535 i
 1.91919 -4.61847  26.947 i
 2.12121 -4.61847  26.0221 i
 2.32323 -4.61847  25.1789 i
 2.52525 -4.61847  24.4173 i
 2.72727 -4.61847  23.7373 i
 2.92929 -4.61847  23.1389 i
 3.13131 -4.61847  22.6222 i
 3.33333 -4.61847  22.1871 i
 3.53535 -4.61847  21.8336 i
 3.73737 -4.61847  21.5617 i
 3.93939 -4.61847  21.3715 i
 4.14141 -4.61847  21.2628 i
 4.34343 -4.61847  21.2358 i
 4.54545 -4.61847  21.2905 i
 4.74747 -4.61847  21.4267 i
 4.94949 -4.61847  21.6446 i
 5.15152 -4.61847  21.9441 i
 5.35354 -4.61847  22.3252 i
 5.55556 -4.61847  22.788 i
 5.75758 -4.61847  23.3324 i
 5.9596 -4.61847  23.9584 i
 6.16162 -4.61847  24.666 i
 6.36364 -4.61847  25.4552 i
 6.56566 -4.61847  26.3261 i
 6.76768 -4.61847  27.2786 i
 6.9697 -4.61847  28.3127 i
 7.17172 -4.61847  29.4285 i
 7.37374 -4.61847  30.6258 i
 7.57576 -4.61847  31.9048 i
 7.77778 -4.61847  33.2654 i
 7.9798 -4.61847  34.7077 i
 8.18182 -4.61847  36.2316 i
 8.38384 -4.61847  37.8371 i
 8.58586 -4.61847  39.5242 i
 8.78788 -4.61847  41.2929 i
 8.9899 -4.61847  43.1433 i
 9.19192 -4.61847  45.0753 i
 9.39394 -4.61847  47.0889 i
 9.59596 -4.61847  49.1841 i
 9.79798 -4.61847  51.361 i
 10 -4.61847  53.6195 i

# IsoCurve 68, 100 points
# x y z type
-10 -4.53815  224.129 i
-9.79798 -4.53815  218.404 i
-9.59596 -4.53815  212.762 i
-9.39394 -4.53815  207.2 i
-9.19192 -4.53815  201.721 i
-8.9899 -4.53815  196.323 i
-8.78788 -4.53815  191.007 i
-8.58586 -4.53815  185.772 i
-8.38384 -4.53815  180.619 i
-8.18182 -4.53815  175.547 i
-7.9798 -4.53815  170.557 i
-7.77778 -4.53815  165.649 i
-7.57576 -4.53815  160.823 i
-7.37374 -4.53815  156.078 i
-7.17172 -4.53815  151.414 i
-6.9697 -4.53815  146.832 i
-6.76768 -4.53815  142.332 i
-6.56566 -4.53815  137.914 i
-6.36364 -4.53815  133.577 i
-6.16162 -4.53815  129.322 i
-5.9596 -4.53815  125.148 i
-5.75758 -4.53815  121.056 i
-5.55556 -4.53815  117.046 i
-5.35354 -4.53815  113.117 i
-5.15152 -4.53815  109.27 i
-4.94949 -4.53815  105.504 i
-4.74747 -4.53815  101.821 i
-4.54545 -4.53815  98.2184 i
-4.34343 -4.53815  94.6978 i
-4.14141 -4.53815  91.2588 i
-3.93939 -4.53815  87.9014 i
-3.73737 -4.53815  84.6257 i
-3.53535 -4.53815  81.4316 i
-3.33333 -4.53815  78.3191 i
-3.13131 -4.53815  75.2882 i
-2.92929 -4.53815  72.3389 i
-2.72727 -4.53815  69.4713 i
-2.52525 -4.53815  66.6853 i
-2.32323 -4.53815  63.981 i
-2.12121 -4.53815  61.3582 i
-1.91919 -4.53815  58.8171 i
-1.71717 -4.53815  56.3576 i
-1.51515 -4.53815  53.9797 i
-1.31313 -4.53815  51.6835 i
-1.11111 -4.53815  49.4688 i
-0.909091 -4.53815  47.3358 i
-0.707071 -4.53815  45.2845 i
-0.505051 -4.53815  43.3147 i
-0.30303 -4.53815  41.4266 i
-0.10101 -4.53815  39.6201 i
 0.10101 -4.53815  37.8952 i
 0.30303 -4.53815  36.2519 i
 0.505051 -4.53815  34.6903 i
 0.707071 -4.53815  33.2103 i
 0.909091 -4.53815  31.8119 i
 1.11111 -4.53815  30.4952 i
 1.31313 -4.53815  29.26 i
 1.51515 -4.53815  28.1065 i
 1.71717 -4.53815  27.0346 i
 1.91919 -4.53815  26.0444 i
 2.12121 -4.53815  25.1357 i
 2.32323 -4.53815  24.3087 i
 2.52525 -4.53815  23.5633 i
 2.72727 -4.53815  22.8996 i
 2.92929 -4.53815  22.3174 i
 3.13131 -4.53815  21.8169 i
 3.33333 -4.53815  21.398 i
 3.53535 -4.53815  21.0608 i
 3.73737 -4.53815  20.8051 i
 3.93939 -4.53815  20.6311 i
 4.14141 -4.53815  20.5387 i
 4.34343 -4.53815  20.528 i
 4.54545 -4.53815  20.5988 i
 4.74747 -4.53815  20.7513 i
 4.94949 -4.53815  20.9854 i
 5.15152 -4.53815  21.3011 i
 5.35354 -4.53815  21.6985 i
 5.55556 -4.53815  22.1775 i
 5.75758 -4.53815  22.7381 i
 5.9596 -4.53815  23.3803 i
 6.16162 -4.53815  24.1041 i
 6.36364 -4.53815  24.9096 i
 6.56566 -4.53815  25.7967 i
 6.76768 -4.53815  26.7654 i
 6.9697 -4.53815  27.8158 i
 7.17172 -4.53815  28.9478 i
 7.37374 -4.53815  30.1613 i
 7.57576 -4.53815  31.4566 i
 7.77778 -4.53815  32.8334 i
 7.9798 -4.53815  34.2919 i
 8.18182 -4.53815  35.832 i
 8.38384 -4.53815  37.4537 i
 8.58586 -4.53815  39.157 i
 8.78788 -4.53815  40.942 i
 8.9899 -4.53815  42.8086 i
 9.19192 -4.53815  44.7568 i
 9.39394 -4.53815  46.7866 i
 9.59596 -4.53815  48.8981 i
 9.79798 -4.53815  51.0912 i
 10 -4.53815  53.3659 i

# IsoCurve 69, 100 points
# x y z type
-10 -4.45783  222.282 i
-9.79798 -4.45783  216.574 i
-9.59596 -4.45783  210.947 i
-9.39394 -4.45783  205.402 i
-9.19192 -4.45783  199.939 i
-8.9899 -4.45783  194.557 i
-8.78788 -4.45783  189.257 i
-8.58586 -4.45783  184.038 i
-8.38384 -4.45783  178.901 i
-8.18182 -4.45783  173.846 i
-7.9798 -4.45783  168.873 i
-7.77778 -4.45783  163.981 i
-7.57576 -4.45783  159.17 i
-7.37374 -4.45783  154.441 i
-7.17172 -4.45783  149.794 i
-6.9697 -4.45783  145.229 i
-6.76768 -4.45783  140.745 i
-6.56566 -4.45783  136.343 i
-6.36364 -4.45783  132.022 i
-6.16162 -4.45783  127.783 i
-5.9596 -4.45783  123.626 i
-5.75758 -4.45783  119.55 i
-5.55556 -4.45783  115.556 i
-5.35354 -4.45783  111.643 i
-5.15152 -4.45783  107.812 i
-4.94949 -4.45783  104.063 i
-4.74747 -4.45783  100.395 i
-4.54545 -4.45783  96.8094 i
-4.34343 -4.45783  93.305 i
-4.14141 -4.45783  89.8823 i
-3.93939 -4.45783  86.5411 i
-3.73737 -4.45783  83.2816 i
-3.53535 -4.45783  80.1037 i
-3.33333 -4.45783  77.0075 i
-3.13131 -4.45783  73.9928 i
-2.92929 -4.45783  71.0598 i
-2.72727 -4.45783  68.2084 i
-2.52525 -4.45783  65.4386 i
-2.32323 -4.45783  62.7505 i
-2.12121 -4.45783  60.144 i
-1.91919 -4.45783  57.6191 i
-1.71717 -4.45783  55.1758 i
-1.51515 -4.45783  52.8142 i
-1.31313 -4.45783  50.5341 i
-1.11111 -4.45783  48.3357 i
-0.909091 -4.45783  46.219 i
-0.707071 -4.45783  44.1838 i
-0.505051 -4.45783  42.2303 i
-0.30303 -4.45783  40.3584 i
-0.10101 -4.45783  38.5681 i
 0.10101 -4.45783  36.8595 i
 0.30303 -4.45783  35.2324 i
 0.505051 -4.45783  33.687 i
 0.707071 -4.45783  32.2232 i
 0.909091 -4.45783  30.8411 i
 1.11111 -4.45783  29.5406 i
 1.31313 -4.45783  28.3217 i
 1.51515 -4.45783  27.1844 i
 1.71717 -4.45783  26.1287 i
 1.91919 -4.45783  25.1547 i
 2.12121 -4.45783  24.2623 i
 2.32323 -4.45783  23.4515 i
 2.52525 -4.45783  22.7223 i
 2.72727 -4.45783  22.0748 i
 2.92929 -4.45783  21.5089 i
 3.13131 -4.45783  21.0246 i
 3.33333 -4.45783  20.6219 i
 3.53535 -4.45783  20.3009 i
 3.73737 -4.45783  20.0615 i
 3.93939 -4.45783  19.9037 i
 4.14141 -4.45783  19.8275 i
 4.34343 -4.45783  19.833 i
 4.54545 -4.45783  19.9201 i
 4.74747 -4.45783  20.0888 i
 4.94949 -4.45783  20.3391 i
 5.15152 -4.45783  20.671 i
 5.35354 -4.45783  21.0846 i
 5.55556 -4.45783  21.5798 i
 5.75758 -4.45783  22.1567 i
 5.9596 -4.45783  22.8151 i
 6.16162 -4.45783  23.5552 i
 6.36364 -4.45783  24.3769 i
 6.56566 -4.45783  25.2802 i
 6.76768 -4.45783  26.2652 i
 6.9697 -4.45783  27.3317 i
 7.17172 -4.45783  28.4799 i
 7.37374 -4.45783  29.7098 i
 7.57576 -4.45783  31.0212 i
 7.77778 -4.45783  32.4143 i
 7.9798 -4.45783  33.889 i
 8.18182 -4.45783  35.4453 i
 8.38384 -4.45783  37.0832 i
 8.58586 -4.45783  38.8028 i
 8.78788 -4.45783  40.604 i
 8.9899 -4.45783  42.4868 i
 9.19192 -4.45783  44.4513 i
 9.39394 -4.45783  46.4973 i
 9.59596 -4.45783  48.625 i
 9.79798 -4.45783  50.8343 i
 10 -4.45783  53.1253 i

# IsoCurve 70, 100 points
# x y z type
-10 -4.37751  220.448 i
-9.79798 -4.37751  214.756 i
-9.59596 -4.37751  209.145 i
-9.39394 -4.37751  203.617 i
-9.19192 -4.37751  198.169 i
-8.9899 -4.37751  192.804 i
-8.78788 -4.37751  187.52 i
-8.58586 -4.37751  182.318 i
-8.38384 -4.37751  177.197 i
-8.18182 -4.37751  172.158 i
-7.9798 -4.37751  167.201 i
-7.77778 -4.37751  162.325 i
-7.57576 -4.37751  157.531 i
-7.37374 -4.37751  152.818 i
-7.17172 -4.37751  148.187 i
-6.9697 -4.37751  143.638 i
-6.76768 -4.37751  139.17 i
-6.56566 -4.37751  134.784 i
-6.36364 -4.37751  130.48 i
-6.16162 -4.37751  126.257 i
-5.9596 -4.37751  122.116 i
-5.75758 -4.37751  118.056 i
-5.55556 -4.37751  114.079 i
-5.35354 -4.37751  110.182 i
-5.15152 -4.37751  106.368 i
-4.94949 -4.37751  102.635 i
-4.74747 -4.37751  98.9832 i
-4.54545 -4.37751  95.4134 i
-4.34343 -4.37751  91.9252 i
-4.14141 -4.37751  88.5187 i
-3.93939 -4.37751  85.1938 i
-3.73737 -4.37751  81.9505 i
-3.53535 -4.37751  78.7888 i
-3.33333 -4.37751  75.7088 i
-3.13131 -4.37751  72.7104 i
-2.92929 -4.37751  69.7936 i
-2.72727 -4.37751  66.9584 i
-2.52525 -4.37751  64.2049 i
-2.32323 -4.37751  61.5329 i
-2.12121 -4.37751  58.9427 i
-1.91919 -4.37751  56.434 i
-1.71717 -4.37751  54.0069 i
-1.51515 -4.37751  51.6615 i
-1.31313 -4.37751  49.3977 i
-1.11111 -4.37751  47.2155 i
-0.909091 -4.37751  45.115 i
-0.707071 -4.37751  43.0961 i
-0.505051 -4.37751  41.1588 i
-0.30303 -4.37751  39.3031 i
-0.10101 -4.37751  37.5291 i
 0.10101 -4.37751  35.8366 i
 0.30303 -4.37751  34.2258 i
 0.505051 -4.37751  32.6966 i
 0.707071 -4.37751  31.2491 i
 0.909091 -4.37751  29.8832 i
 1.11111 -4.37751  28.5989 i
 1.31313 -4.37751  27.3962 i
 1.51515 -4.37751  26.2751 i
 1.71717 -4.37751  25.2357 i
 1.91919 -4.37751  24.2779 i
 2.12121 -4.37751  23.4017 i
 2.32323 -4.37751  22.6071 i
 2.52525 -4.37751  21.8942 i
 2.72727 -4.37751  21.2629 i
 2.92929 -4.37751  20.7132 i
 3.13131 -4.37751  20.2451 i
 3.33333 -4.37751  19.8587 i
 3.53535 -4.37751  19.5539 i
 3.73737 -4.37751  19.3307 i
 3.93939 -4.37751  19.1891 i
 4.14141 -4.37751  19.1292 i
 4.34343 -4.37751  19.1509 i
 4.54545 -4.37751  19.2542 i
 4.74747 -4.37751  19.4391 i
 4.94949 -4.37751  19.7057 i
 5.15152 -4.37751  20.0539 i
 5.35354 -4.37751  20.4837 i
 5.55556 -4.37751  20.9951 i
 5.75758 -4.37751  21.5882 i
 5.9596 -4.37751  22.2628 i
 6.16162 -4.37751  23.0191 i
 6.36364 -4.37751  23.8571 i
 6.56566 -4.37751  24.7766 i
 6.76768 -4.37751  25.7778 i
 6.9697 -4.37751  26.8606 i
 7.17172 -4.37751  28.025 i
 7.37374 -4.37751  29.2711 i
 7.57576 -4.37751  30.5988 i
 7.77778 -4.37751  32.0081 i
 7.9798 -4.37751  33.499 i
 8.18182 -4.37751  35.0715 i
 8.38384 -4.37751  36.7257 i
 8.58586 -4.37751  38.4615 i
 8.78788 -4.37751  40.2789 i
 8.9899 -4.37751  42.1779 i
 9.19192 -4.37751  44.1586 i
 9.39394 -4.37751  46.2209 i
 9.59596 -4.37751  48.3648 i
 9.79798 -4.37751  50.5904 i
 10 -4.37751  52.8975 i

# IsoCurve 71, 100 points
# x y z type
-10 -4.29719  218.626 i
-9.79798 -4.29719  212.951 i
-9.59596 -4.29719  207.357 i
-9.39394 -4.29719  201.844 i
-9.19192 -4.29719  196.413 i
-8.9899 -4.29719  191.064 i
-8.78788 -4.29719  185.796 i
-8.58586 -4.29719  180.61 i
-8.38384 -4.29719  175.506 i
-8.18182 -4.29719  170.483 i
-7.9798 -4.29719  165.542 i
-7.77778 -4.29719  160.682 i
-7.57576 -4.29719  155.904 i
-7.37374 -4.29719  151.208 i
-7.17172 -4.29719  146.593 i
-6.9697 -4.29719  142.06 i
-6.76768 -4.29719  137.609 i
-6.56566 -4.29719  133.239 i
-6.36364 -4.29719  128.951 i
-6.16162 -4.29719  124.744 i
-5.9596 -4.29719  120.619 i
-5.75758 -4.29719  116.576 i
-5.55556 -4.29719  112.614 i
-5.35354 -4.29719  108.734 i
-5.15152 -4.29719  104.936 i
-4.94949 -4.29719  101.219 i
-4.74747 -4.29719  97.5838 i
-4.54545 -4.29719  94.0302 i
-4.34343 -4.29719  90.5583 i
-4.14141 -4.29719  87.168 i
-3.93939 -4.29719  83.8593 i
-3.73737 -4.29719  80.6322 i
-3.53535 -4.29719  77.4868 i
-3.33333 -4.29719  74.423 i
-3.13131 -4.29719  71.4408 i
-2.92929 -4.29719  68.5402 i
-2.72727 -4.29719  65.7213 i
-2.52525 -4.29719  62.984 i
-2.32323 -4.29719  60.3283 i
-2.12121 -4.29719  57.7542 i
-1.91919 -4.29719  55.2618 i
-1.71717 -4.29719  52.851 i
-1.51515 -4.29719  50.5218 i
-1.31313 -4.29719  48.2742 i
-1.11111 -4.29719  46.1083 i
-0.909091 -4.29719  44.0239 i
-0.707071 -4.29719  42.0212 i
-0.505051 -4.29719  40.1002 i
-0.30303 -4.29719  38.2607 i
-0.10101 -4.29719  36.5029 i
 0.10101 -4.29719  34.8267 i
 0.30303 -4.29719  33.2321 i
 0.505051 -4.29719  31.7192 i
 0.707071 -4.29719  30.2878 i
 0.909091 -4.29719  28.9381 i
 1.11111 -4.29719  27.6701 i
 1.31313 -4.29719  26.4836 i
 1.51515 -4.29719  25.3788 i
 1.71717 -4.29719  24.3556 i
 1.91919 -4.29719  23.414 i
 2.12121 -4.29719  22.554 i
 2.32323 -4.29719  21.7757 i
 2.52525 -4.29719  21.079 i
 2.72727 -4.29719  20.4639 i
 2.92929 -4.29719  19.9304 i
 3.13131 -4.29719  19.4786 i
 3.33333 -4.29719  19.1084 i
 3.53535 -4.29719  18.8198 i
 3.73737 -4.29719  18.6129 i
 3.93939 -4.29719  18.4875 i
 4.14141 -4.29719  18.4438 i
 4.34343 -4.29719  18.4817 i
 4.54545 -4.29719  18.6012 i
 4.74747 -4.29719  18.8024 i
 4.94949 -4.29719  19.0852 i
 5.15152 -4.29719  19.4496 i
 5.35354 -4.29719  19.8956 i
 5.55556 -4.29719  20.4233 i
 5.75758 -4.29719  21.0326 i
 5.9596 -4.29719  21.7235 i
 6.16162 -4.29719  22.496 i
 6.36364 -4.29719  23.3502 i
 6.56566 -4.29719  24.2859 i
 6.76768 -4.29719  25.3033 i
 6.9697 -4.29719  26.4024 i
 7.17172 -4.29719  27.583 i
 7.37374 -4.29719  28.8453 i
 7.57576 -4.29719  30.1892 i
 7.77778 -4.29719  31.6147 i
 7.9798 -4.29719  33.1219 i
 8.18182 -4.29719  34.7106 i
 8.38384 -4.29719  36.381 i
 8.58586 -4.29719  38.1331 i
 8.78788 -4.29719  39.9667 i
 8.9899 -4.29719  41.882 i
 9.19192 -4.29719  43.8789 i
 9.39394 -4.29719  45.9574 i
 9.59596 -4.29719  48.1175 i
 9.79798 -4.29719  50.3593 i
 10 -4.29719  52.6827 i

# IsoCurve 72, 100 points
# x y z type
-10 -4.21687  216.818 i
-9.79798 -4.21687  211.159 i
-9.59596 -4.21687  205.581 i
-9.39394 -4.21687  200.084 i
-9.19192 -4.21687  194.67 i
-8.9899 -4.21687  189.337 i
-8.78788 -4.21687  184.085 i
-8.58586 -4.21687  178.915 i
-8.38384 -4.21687  173.827 i
-8.18182 -4.21687  168.821 i
-7.9798 -4.21687  163.896 i
-7.77778 -4.21687  159.052 i
-7.57576 -4.21687  154.291 i
-7.37374 -4.21687  149.61 i
-7.17172 -4.21687  145.012 i
-6.9697 -4.21687  140.495 i
-6.76768 -4.21687  136.06 i
-6.56566 -4.21687  131.706 i
-6.36364 -4.21687  127.434 i
-6.16162 -4.21687  123.244 i
-5.9596 -4.21687  119.135 i
-5.75758 -4.21687  115.108 i
-5.55556 -4.21687  111.163 i
-5.35354 -4.21687  107.299 i
-5.15152 -4.21687  103.517 i
-4.94949 -4.21687  99.8163 i
-4.74747 -4.21687  96.1973 i
-4.54545 -4.21687  92.66 i
-4.34343 -4.21687  89.2043 i
-4.14141 -4.21687  85.8302 i
-3.93939 -4.21687  82.5377 i
-3.73737 -4.21687  79.3269 i
-3.53535 -4.21687  76.1977 i
-3.33333 -4.21687  73.1501 i
-3.13131 -4.21687  70.1841 i
-2.92929 -4.21687  67.2998 i
-2.72727 -4.21687  64.4971 i
-2.52525 -4.21687  61.776 i
-2.32323 -4.21687  59.1365 i
-2.12121 -4.21687  56.5787 i
-1.91919 -4.21687  54.1025 i
-1.71717 -4.21687  51.7079 i
-1.51515 -4.21687  49.3949 i
-1.31313 -4.21687  47.1636 i
-1.11111 -4.21687  45.0139 i
-0.909091 -4.21687  42.9458 i
-0.707071 -4.21687  40.9593 i
-0.505051 -4.21687  39.0545 i
-0.30303 -4.21687  37.2312 i
-0.10101 -4.21687  35.4896 i
 0.10101 -4.21687  33.8297 i
 0.30303 -4.21687  32.2513 i
 0.505051 -4.21687  30.7546 i
 0.707071 -4.21687  29.3395 i
 0.909091 -4.21687  28.006 i
 1.11111 -4.21687  26.7542 i
 1.31313 -4.21687  25.5839 i
 1.51515 -4.21687  24.4953 i
 1.71717 -4.21687  23.4883 i
 1.91919 -4.21687  22.563 i
 2.12121 -4.21687  21.7193 i
 2.32323 -4.21687  20.9572 i
 2.52525 -4.21687  20.2767 i
 2.72727 -4.21687  19.6778 i
 2.92929 -4.21687  19.1606 i
 3.13131 -4.21687  18.725 i
 3.33333 -4.21687  18.371 i
 3.53535 -4.21687  18.0986 i
 3.73737 -4.21687  17.9079 i
 3.93939 -4.21687  17.7988 i
 4.14141 -4.21687  17.7713 i
 4.34343 -4.21687  17.8254 i
 4.54545 -4.21687  17.9612 i
 4.74747 -4.21687  18.1786 i
 4.94949 -4.21687  18.4776 i
 5.15152 -4.21687  18.8582 i
 5.35354 -4.21687  19.3205 i
 5.55556 -4.21687  19.8644 i
 5.75758 -4.21687  20.4899 i
 5.9596 -4.21687  21.197 i
 6.16162 -4.21687  21.9858 i
 6.36364 -4.21687  22.8562 i
 6.56566 -4.21687  23.8082 i
 6.76768 -4.21687  24.8418 i
 6.9697 -4.21687  25.957 i
 7.17172 -4.21687  27.1539 i
 7.37374 -4.21687  28.4324 i
 7.57576 -4.21687  29.7925 i
 7.77778 -4.21687  31.2343 i
 7.9798 -4.21687  32.7577 i
 8.18182 -4.21687  34.3627 i
 8.38384 -4.21687  36.0493 i
 8.58586 -4.21687  37.8175 i
 8.78788 -4.21687  39.6674 i
 8.9899 -4.21687  41.5989 i
 9.19192 -4.21687  43.612 i
 9.39394 -4.21687  45.7068 i
 9.59596 -4.21687  47.8832 i
 9.79798 -4.21687  50.1411 i
 10 -4.21687  52.4808 i

# IsoCurve 73, 100 points
# x y z type
-10 -4.13655  215.023 i
-9.79798 -4.13655  209.379 i
-9.59596 -4.13655  203.818 i
-9.39394 -4.13655  198.338 i
-9.19192 -4.13655  192.939 i
-8.9899 -4.13655  187.622 i
-8.78788 -4.13655  182.387 i
-8.58586 -4.13655  177.233 i
-8.38384 -4.13655  172.161 i
-8.18182 -4.13655  167.171 i
-7.9798 -4.13655  162.262 i
-7.77778 -4.13655  157.435 i
-7.57576 -4.13655  152.69 i
-7.37374 -4.13655  148.026 i
-7.17172 -4.13655  143.444 i
-6.9697 -4.13655  138.943 i
-6.76768 -4.13655  134.524 i
-6.56566 -4.13655  130.187 i
-6.36364 -4.13655  125.931 i
-6.16162 -4.13655  121.757 i
-5.9596 -4.13655  117.665 i
-5.75758 -4.13655  113.654 i
-5.55556 -4.13655  109.724 i
-5.35354 -4.13655  105.877 i
-5.15152 -4.13655  102.111 i
-4.94949 -4.13655  98.4265 i
-4.74747 -4.13655  94.8238 i
-4.54545 -4.13655  91.3027 i
-4.34343 -4.13655  87.8632 i
-4.14141 -4.13655  84.5053 i
-3.93939 -4.13655  81.2291 i
-3.73737 -4.13655  78.0345 i
-3.53535 -4.13655  74.9215 i
-3.33333 -4.13655  71.8901 i
-3.13131 -4.13655  68.9404 i
-2.92929 -4.13655  66.0723 i
-2.72727 -4.13655  63.2858 i
-2.52525 -4.13655  60.5809 i
-2.32323 -4.13655  57.9577 i
-2.12121 -4.13655  55.4161 i
-1.91919 -4.13655  52.9561 i
-1.71717 -4.13655  50.5777 i
-1.51515 -4.13655  48.281 i
-1.31313 -4.13655  46.0659 i
-1.11111 -4.13655  43.9324 i
-0.909091 -4.13655  41.8805 i
-0.707071 -4.13655  39.9103 i
-0.505051 -4.13655  38.0216 i
-0.30303 -4.13655  36.2146 i
-0.10101 -4.13655  34.4893 i
 0.10101 -4.13655  32.8455 i
 0.30303 -4.13655  31.2834 i
 0.505051 -4.13655  29.8029 i
 0.707071 -4.13655  28.404 i
 0.909091 -4.13655  27.0868 i
 1.11111 -4.13655  25.8512 i
 1.31313 -4.13655  24.6972 i
 1.51515 -4.13655  23.6248 i
 1.71717 -4.13655  22.634 i
 1.91919 -4.13655  21.7249 i
 2.12121 -4.13655  20.8974 i
 2.32323 -4.13655  20.1515 i
 2.52525 -4.13655  19.4873 i
 2.72727 -4.13655  18.9046 i
 2.92929 -4.13655  18.4036 i
